,literature,temperatureOptimumMaximum,temperatureOptimum,commentary,organism,ecNumber
415,[739335],,25,,Plagiochasma appendiculatum,1.1.1.195
416,[657055],,25,assay at,Arabidopsis thaliana,1.1.1.195
417,[670637],,25,assay at,Arabidopsis thaliana,1.1.1.195
418,[739335],,25,isoform CAD1,Plagiochasma appendiculatum,1.1.1.195
419,[741132],,26,assay at,Carthamus tinctorius,1.1.1.195
420,[739331],,30,,Sinopodophyllum hexandrum,1.1.1.195
421,[725800],,30,,Camellia sinensis,1.1.1.195
422,[739335],,30,,Plagiochasma appendiculatum,1.1.1.195
423,[670974],,30,assay at,Pinus radiata,1.1.1.195
424,[670596],,30,assay at,Oryza sativa,1.1.1.195
425,[656400],,30,assay at,Fragaria x ananassa,1.1.1.195
426,[670569],,30,assay at,Nicotiana tabacum,1.1.1.195
427,[741132],,30,assay at,Carthamus tinctorius,1.1.1.195
428,[740176],,30,recombinant enzyme,Hibiscus cannabinus,1.1.1.195
429,[739335],,30,isoform CAD2,Plagiochasma appendiculatum,1.1.1.195
430,[741217],,30,aldehyde reduction,Populus tomentosa,1.1.1.195
431,[741161],,30,"aldehyde reduction, assay at",Medicago truncatula,1.1.1.195
432,[668545],,37,assay at,Helicobacter pylori,1.1.1.195
433,[741116],,37,assay at,Prunus persica,1.1.1.195
434,[347811],,40,,Forsythia suspensa,1.1.1.195
435,[739876],,40,,Leucaena leucocephala,1.1.1.195
436,[740539],,40,,Leucaena leucocephala,1.1.1.195
437,[724592],,45,,Streptomyces sp.,1.1.1.195
438,[741217],,50,aldehyde reduction,Populus tomentosa,1.1.1.195
439,[347824],,24,enzyme assay,Sus scrofa,1.1.1.196
440,[347825],,24,enzyme assay,Sus scrofa,1.1.1.196
441,[739915],,22,assay at room temperature,Pseudomonas sp.,1.1.1.198
442,[740520],,33,recombinant enzyme,Artemisia annua,1.1.1.198
443,[389485],,30,,Evernia prunastri,1.1.1.199
444,[668040],,22,assay at room temperature,Lactobacillus brevis,1.1.1.2
445,[668040],,22,assay at room temperature,Thermoanaerobacter brockii,1.1.1.2
446,[698097],,25,,Saccharomyces cerevisiae,1.1.1.2
447,[677193],,25,assay temperature,Mus musculus,1.1.1.2
448,[675348],,30,,Lactobacillus brevis,1.1.1.2
449,[737531],,30,,Scheffersomyces stipitis,1.1.1.2
450,[672730],,30,assay temperature,Sporidiobolus salmonicolor,1.1.1.2
451,[697833],,30,"preferred temperature for production of (2S,5S)-hexanediol, its activity at 30&deg;C does not exceed 5% of its optimal activity, exhibits increased activity at 30&deg;C on the substrate 2,5-hexanedione",Pyrococcus furiosus,1.1.1.2
452,[286186],,35,aldehyde reductase II,Homo sapiens,1.1.1.2
453,[687794],,37,assay at,Escherichia coli,1.1.1.2
454,[728605],,37,assay at,Pyrobaculum aerophilum,1.1.1.2
455,[738838],,37,assay at,Rattus norvegicus,1.1.1.2
456,[738161],,37,"assay at, ALR1",Rattus norvegicus,1.1.1.2
457,[737536],,40,,Pectobacterium atrosepticum,1.1.1.2
458,[737874],,45,,Mycobacterium sp.,1.1.1.2
459,[722209],,50,assay at,Haloferax volcanii,1.1.1.2
460,[728289],,50,assay at,Haloferax volcanii,1.1.1.2
461,[736940],,55,assay at,Euglena gracilis,1.1.1.2
462,[286194],,60,,Sporidiobolus salmonicolor,1.1.1.2
463,[726606],,60,assay at,Thermococcus sibiricus,1.1.1.2
464,[735567],,60,at pH 8.0,Moorella sp. HUC22-1,1.1.1.2
465,[736940],,60,isoform ADH-1,Euglena gracilis,1.1.1.2
466,[736940],,60,"or above, isoform ADH-2",Euglena gracilis,1.1.1.2
467,[744084],,70,assay at,Pyrococcus furiosus,1.1.1.2
468,[722173],,70,assay at,Pyrococcus furiosus,1.1.1.2
469,[286198],,80,ethanol oxidation,Thermococcus litoralis,1.1.1.2
470,[286191],,80,secondary alcohol dehydrogenase with 2-propanol as substrate,Thermoanaerobacter ethanolicus,1.1.1.2
471,[286202],,85,ethanol as substrate,Thermococcus sp.,1.1.1.2
472,[286191],,85,"primary enzyme, 1-butanol as substrate",Thermoanaerobacter ethanolicus,1.1.1.2
473,[722173],,90,,Pyrococcus furiosus,1.1.1.2
474,[722498],,90,above,Pyrococcus furiosus,1.1.1.2
475,[697833],100,90,the temperature optimum of the wild type enzyme is determined to be between 90 and 100&deg;C,Pyrococcus furiosus,1.1.1.2
476,[684751],,95,activity increases along with the rise of temperature up to 95&deg;C,Pseudothermotoga hypogea,1.1.1.2
477,[738511],,95,activity increases along with the elevated temperatures up to 95&deg;C,Thermococcus guaymasensis,1.1.1.2
478,[347839],35,30,D-sorbitol 6-phosphate oxidation,Malus domestica,1.1.1.200
479,[347839],,35,D-glucose 6-phosphate reduction,Malus domestica,1.1.1.200
480,[656659],,37,assay at,Oryctolagus cuniculus,1.1.1.201
481,[740835],,37,assay at,[Ruminococcus] gnavus,1.1.1.201
482,[389488],,25,assay at,Klebsiella pneumoniae,1.1.1.202
483,[657406],,25,assay at,Klebsiella pneumoniae,1.1.1.202
484,[675901],,25,assay at,Klebsiella pneumoniae,1.1.1.202
485,[684524],,25,assay at,Klebsiella pneumoniae,1.1.1.202
486,[725951],,25,oxidation of alcohol,Citrobacter freundii,1.1.1.202
487,[739886],,25,alcohol oxidation,Lactobacillus brevis,1.1.1.202
488,[740214],,30,,Klebsiella pneumoniae,1.1.1.202
489,[670216],,30,recombinant enzyme,Klebsiella pneumoniae,1.1.1.202
490,[740214],,37,,Pantoea agglomerans,1.1.1.202
491,[740214],,37,,Lactobacillus brevis,1.1.1.202
492,[740214],,37,,Clostridium butyricum,1.1.1.202
493,[740214],,37,,Citrobacter freundii,1.1.1.202
494,[389490],,37,assay at,Lactobacillus reuteri,1.1.1.202
495,[725951],,37,reduction of aldehyde,Citrobacter freundii,1.1.1.202
496,[740216],,37,aldehyde reduction,Klebsiella pneumoniae,1.1.1.202
497,[739886],,37,aldehyde reduction,Lactobacillus brevis,1.1.1.202
498,[721395],60,50,,Oenococcus oeni,1.1.1.202
499,[740214],,55,,Klebsiella pneumoniae,1.1.1.202
500,[740216],,55,alcohol oxidation,Klebsiella pneumoniae,1.1.1.202
501,[740393],,25,assay at,Pseudomonas fluorescens,1.1.1.203
502,[740393],,25,assay at,Pseudomonas mendocina,1.1.1.203
503,[740393],,25,assay at,Chromohalobacter salexigens,1.1.1.203
504,[740393],,25,assay at,Polaromonas naphthalenivorans,1.1.1.203
505,[740393],,25,assay at,Pseudomonas syringae pv. tomato,1.1.1.203
506,[740959],,30,,Oceanicola granulosus,1.1.1.203
507,[740959],,35,,Pseudomonas syringae pv. tomato,1.1.1.203
508,[286231],,37,,Pseudomonas syringae,1.1.1.203
509,[740959],,45,,Streptomyces viridochromogenes,1.1.1.203
510,[740959],,60,,Agrobacterium tumefaciens,1.1.1.203
511,[740959],,60,,Fulvimarina pelagi,1.1.1.203
512,[347921],,22,assay at room temperature,Salmonella enterica subsp. enterica serovar Typhimurium,1.1.1.205
513,[728783],,22,assay at room temperature,Halobacterium salinarum,1.1.1.205
514,[741245],,22,assay at room temperature,Mycobacterium tuberculosis,1.1.1.205
515,[347939],,23,assay at,Escherichia coli,1.1.1.205
516,[347942],,25,assay at,Bacillus subtilis,1.1.1.205
517,[347909],,25,assay at,Escherichia coli,1.1.1.205
518,[347946],,25,assay at,Escherichia coli,1.1.1.205
519,[669807],,25,assay at,Homo sapiens,1.1.1.205
520,[740742],,25,assay at,Clostridium perfringens,1.1.1.205
521,[740742],,25,assay at,Vibrio cholerae serotype O1,1.1.1.205
522,[667573],,25,assay at,Tritrichomonas suis,1.1.1.205
523,[667626],,25,assay at,Tritrichomonas suis,1.1.1.205
524,[667644],,25,assay at,Tritrichomonas suis,1.1.1.205
525,[740742],,25,assay at,Campylobacter jejuni,1.1.1.205
526,[740742],,25,assay at,Bacillus anthracis,1.1.1.205
527,[669310],,25,assay at,Candida albicans,1.1.1.205
528,[739950],,28,assay at,Eremothecium gossypii,1.1.1.205
529,[741229],,30,assay at,Klebsiella pneumoniae,1.1.1.205
530,[347936],,30,assay at,Vigna unguiculata,1.1.1.205
531,[741229],,30,assay at,Bacillus thuringiensis,1.1.1.205
532,[741229],,30,assay at,Acinetobacter baumannii,1.1.1.205
533,[739794],,30,assay at,Pseudomonas aeruginosa,1.1.1.205
534,[741229],,30,assay at,Bacillus anthracis,1.1.1.205
535,[741229],,30,assay at,Legionella pneumophila subsp. pneumophila,1.1.1.205
536,[741229],,30,assay at,Neisseria meningitidis,1.1.1.205
537,[741229],,30,assay at,Staphylococcus aureus,1.1.1.205
538,[741229],,30,assay at,Burkholderia thailandensis,1.1.1.205
539,[347938],,35,assay at,Escherichia coli,1.1.1.205
540,[347910],,37,assay at,Cricetulus griseus,1.1.1.205
541,[689055],,37,assay at,Escherichia coli,1.1.1.205
542,[667921],,37,assay at,Homo sapiens,1.1.1.205
543,[667980],,37,assay at,Homo sapiens,1.1.1.205
544,[669476],,37,assay at,Homo sapiens,1.1.1.205
545,[667219],,37,assay at,Toxoplasma gondii,1.1.1.205
546,[667508],,37,assay at,Homo sapiens,1.1.1.205
547,[740801],,37,assay at,Homo sapiens,1.1.1.205
548,[740808],,37,assay at,Homo sapiens,1.1.1.205
549,[741400],,37,assay at,Mycobacterium tuberculosis,1.1.1.205
550,[740342],,37,assay at,Streptococcus suis,1.1.1.205
551,[347941],,39,assay at,Escherichia coli,1.1.1.205
552,[740217],,40,,Bacillus amyloliquefaciens,1.1.1.205
553,[740901],,25,assay at,Dendrobium nobile,1.1.1.206
554,[740981],,25,assay at,Dendrobium nobile,1.1.1.206
555,[656413],,30,assay at,Atropa belladonna,1.1.1.206
556,[656413],,30,assay at,Datura stramonium,1.1.1.206
557,[725098],,30,assay at,Withania coagulans,1.1.1.206
558,[741278],,30,assay at,Withania somnifera,1.1.1.206
559,[347967],,60,,Datura stramonium,1.1.1.206
560,[739778],,30,assay at,Mentha x piperita,1.1.1.207
561,[670590],,31,assay at,Mentha x piperita,1.1.1.207
562,[739778],,30,assay at,Mentha x piperita,1.1.1.208
563,[670590],,31,assay at,Mentha x piperita,1.1.1.208
564,[685538],,25,assay at,Mus musculus,1.1.1.209
565,[669791],,24,assay at,Rattus norvegicus,1.1.1.21
566,[667553],,25,assay at,Homo sapiens,1.1.1.21
567,[667807],,25,assay at,Homo sapiens,1.1.1.21
568,[667913],,25,assay at,Homo sapiens,1.1.1.21
569,[669455],,25,assay at,Rattus norvegicus,1.1.1.21
570,[738031],,25,assay at,Homo sapiens,1.1.1.21
571,[669503],,30,assay at,Mus musculus,1.1.1.21
572,[723017],,30,assay at,Rattus norvegicus,1.1.1.21
573,[738160],,30,assay at,Homo sapiens,1.1.1.21
574,[669794],,30,assay at,Rattus norvegicus,1.1.1.21
575,[738838],,30,assay at,Rattus norvegicus,1.1.1.21
576,[712014],,30,ALR2 assay at,Homo sapiens,1.1.1.21
577,[722062],,30,"assay at, ALR2",Rattus norvegicus,1.1.1.21
578,[722192],,30,"assay at, ALR2",Rattus norvegicus,1.1.1.21
579,[738161],,30,"assay at, ALR2",Rattus norvegicus,1.1.1.21
580,[668511],,37,assay at,Homo sapiens,1.1.1.21
581,[669030],,37,assay at,Homo sapiens,1.1.1.21
582,[669919],,37,assay at,Homo sapiens,1.1.1.21
583,[711356],,37,assay at,Homo sapiens,1.1.1.21
584,[713240],,37,assay at,Homo sapiens,1.1.1.21
585,[722196],,37,assay at,Homo sapiens,1.1.1.21
586,[668511],,37,assay at,Rattus norvegicus,1.1.1.21
587,[711353],,37,assay at,Rattus norvegicus,1.1.1.21
588,[711356],,37,assay at,Rattus norvegicus,1.1.1.21
589,[713242],,37,assay at,Rattus norvegicus,1.1.1.21
590,[667331],,37,assay at,Bos taurus,1.1.1.21
591,[667349],,37,assay at,Bos taurus,1.1.1.21
592,[667923],,37,assay at,Bos taurus,1.1.1.21
593,[667931],,37,assay at,Bos taurus,1.1.1.21
594,[711458],,37,assay at,Bos taurus,1.1.1.21
595,[737604],,37,assay at,Homo sapiens,1.1.1.21
596,[737763],,37,assay at,Homo sapiens,1.1.1.21
597,[723337],,37,assay at,Schistosoma japonicum,1.1.1.21
598,[737604],,37,assay at,Bos taurus,1.1.1.21
599,[737763],,37,assay at,Bos taurus,1.1.1.21
600,[739481],,37,assay at,Bos taurus,1.1.1.21
601,[738593],,37,recombinant enzyme,Homo sapiens,1.1.1.21
602,[712014],,37,AKR1B10 assay at,Homo sapiens,1.1.1.21
603,[722062],,37,"assay at, ALR1",Rattus norvegicus,1.1.1.21
604,[722192],,37,"assay at, ALR1",Rattus norvegicus,1.1.1.21
605,[286260],,50,,Yamadazyma tenuis,1.1.1.21
606,[657329],,37,assay at,Rattus norvegicus,1.1.1.210
607,[286265],,37,assay at,Bos taurus,1.1.1.210
608,[686162],,37,assay at,Homo sapiens,1.1.1.211
609,[723341],,37,assay at,Homo sapiens,1.1.1.211
610,[740102],,37,assay at,Rattus norvegicus,1.1.1.211
611,[672088],,25,assay at,Homo sapiens,1.1.1.213
612,[675595],,25,assay at,Homo sapiens,1.1.1.213
613,[347979],,25,assay at,Rattus norvegicus,1.1.1.213
614,[347980],,25,assay at,Rattus norvegicus,1.1.1.213
615,[347982],,25,assay at,Rattus norvegicus,1.1.1.213
616,[347985],,25,assay at,Rattus norvegicus,1.1.1.213
617,[654726],,25,assay at,Rattus norvegicus,1.1.1.213
618,[684676],,25,assay at,Rattus norvegicus,1.1.1.213
619,[687635],,25,assay at,Rattus norvegicus,1.1.1.213
620,[286354],,25,assay at,Mesocricetus auratus,1.1.1.213
621,[286355],,25,assay at,Mesocricetus auratus,1.1.1.213
622,[669389],,25,assay at,Comamonas testosteroni,1.1.1.213
623,[674981],,25,assay at,Comamonas testosteroni,1.1.1.213
624,[687642],,25,assay at,Comamonas testosteroni,1.1.1.213
625,[347990],,25,assay at,Rattus norvegicus,1.1.1.213
626,[347987],,37,assay at,Rattus norvegicus,1.1.1.213
627,[673101],,37,assay at,Rattus norvegicus,1.1.1.213
628,[685529],,37,assay at,Rattus norvegicus,1.1.1.213
629,[697310],,37,assay at,Rattus norvegicus,1.1.1.213
630,[654311],,28,assay at,Candida parapsilosis,1.1.1.214
631,[684567],,25,assay at,Gluconobacter frateurii,1.1.1.215
632,[685666],,25,assay at,Gluconobacter oxydans,1.1.1.215
633,[286273],,50,,Acetobacter pasteurianus,1.1.1.215
634,[286274],,55,,Acetobacter ascendens,1.1.1.215
635,[347993],,25,assay at,Ipomoea batatas,1.1.1.216
636,[741249],,35,,Persicaria minor,1.1.1.216
637,[286280],,45,,Saccharomyces cerevisiae,1.1.1.217
638,[740637],,25,assay at,Mesocricetus auratus,1.1.1.218
639,[739953],,25,assay at,Oryctolagus cuniculus,1.1.1.218
640,[286281],,25,enzyme assay,Cavia porcellus,1.1.1.218
641,[286286],,25,enzyme assay,Oryctolagus cuniculus,1.1.1.218
642,[286288],,25,enzyme assay,Mesocricetus auratus,1.1.1.218
643,[286283],,30,enzyme assay,Pseudomonas putida,1.1.1.218
644,[286284],,30,enzyme assay,Pseudomonas putida,1.1.1.218
645,[286282],,37,"enzyme assay, reduction of naloxone",Cavia porcellus,1.1.1.218
646,[704148],,25,assay at,Fragaria x ananassa,1.1.1.219
647,[347996],,25,assay at,Matthiola incana,1.1.1.219
648,[670686],,30,,Oryza sativa,1.1.1.219
649,[348000],,30,,Onobrychis viciifolia,1.1.1.219
650,[741277],,30,assay at,Ginkgo biloba,1.1.1.219
651,[347998],,30,assay at,Cryptomeria japonica,1.1.1.219
652,[655562],,30,assay at,Matthiola incana,1.1.1.219
653,[655562],,30,assay at,Gerbera hybrid cultivar,1.1.1.219
654,[657067],,30,assay at,Medicago truncatula,1.1.1.219
655,[655562],,30,assay at,Dianthus caryophyllus,1.1.1.219
656,[655562],,30,assay at,Rosa hybrid cultivar,1.1.1.219
657,[655562],,30,assay at,Solanum lycopersicum,1.1.1.219
658,[655562],,30,assay at,Callistephus chinensis,1.1.1.219
659,[741135],,30,assay at,Delphinium grandiflorum,1.1.1.219
660,[741135],,30,assay at,Delphinium nudicaule,1.1.1.219
661,[741135],,30,assay at,Delphinium cardinale,1.1.1.219
662,[738059],45,40,,Komagataella phaffii,1.1.1.219
663,[741296],,40,,Fragaria x ananassa,1.1.1.219
664,[725729],45,25,,Capra hircus,1.1.1.22
665,[657082],,30,,Glycine max,1.1.1.22
666,[725260],,30,,Burkholderia cepacia,1.1.1.22
667,[286293],,30,assay at,Escherichia coli,1.1.1.22
668,[726412],,35,,Phoma herbarum,1.1.1.22
669,[739891],,35,recombinant enzyme,Sphingomonas sanxanigenens,1.1.1.22
670,[684611],,37,,Sphingomonas elodea,1.1.1.22
671,[740710],,37,assay at,Escherichia coli,1.1.1.22
672,[740715],,37,assay at,Homo sapiens,1.1.1.22
673,[741372],,37,recombinant enzyme,Granulibacter bethesdensis,1.1.1.22
674,[721871],,70,,Pyrobaculum islandicum,1.1.1.22
675,[94715],,25,assay at,Apium graveolens,1.1.1.224
676,[348006],,35,,Striga hermonthica,1.1.1.224
677,[348006],,45,,Phelipanche ramosa,1.1.1.224
678,[739915],,22,assay at room temperature,Pseudomonas sp.,1.1.1.227
679,[724125],,32,,Lavandula x intermedia,1.1.1.227
680,[389504],,50,,Torulaspora delbrueckii,1.1.1.229
681,[741402],40,15,assay at,Mycobacterium tuberculosis,1.1.1.23
682,[286337],,25,,Sporosarcina psychrophila,1.1.1.23
683,[721426],,25,assay at,Mycobacterium tuberculosis,1.1.1.23
684,[723090],,30,assay at,Brucella sp.,1.1.1.23
685,[656358],,37,assay at,Bos taurus,1.1.1.23
686,[286337],,41,,Bacillus subtilis,1.1.1.23
687,[286337],,74,,Geobacillus stearothermophilus,1.1.1.23
688,[286337],,87,,[Bacillus] caldolyticus,1.1.1.23
689,[286337],,92,,Bacillus subtilis,1.1.1.23
690,[348012],,25,assay at,Oryctolagus cuniculus,1.1.1.231
691,[348013],,25,assay at,Oryctolagus cuniculus,1.1.1.231
692,[657102],,25,,Zea mays,1.1.1.234
693,[654357],,25,native enzyme,Pyrus communis,1.1.1.234
694,[654357],,25,native enzyme,Malus domestica,1.1.1.234
695,[740500],,30,assay at,Sorghum bicolor,1.1.1.234
696,[654357],,40,recombinant enzyme from yeast,Pyrus communis,1.1.1.234
697,[654357],,40,recombinant enzyme from yeast,Malus domestica,1.1.1.234
698,[286348],,25,,Streptomyces antibioticus,1.1.1.235
699,[740901],,25,assay at,Dendrobium nobile,1.1.1.236
700,[348021],,30,,Hyoscyamus niger,1.1.1.236
701,[689953],,30,assay at,Solanum dulcamara,1.1.1.236
702,[348022],,60,tropine oxidation,Datura stramonium,1.1.1.236
703,[286350],37,35,,Plectranthus scutellarioides,1.1.1.237
704,[739864],,25,assay at,Homo sapiens,1.1.1.239
705,[740637],,25,assay at,Mesocricetus auratus,1.1.1.239
706,[739953],,25,assay at,Oryctolagus cuniculus,1.1.1.239
707,[287220],40,30,,Bos taurus,1.1.1.239
708,[740293],,37,assay at,Homo sapiens,1.1.1.239
709,[287211],,45,,Homo sapiens,1.1.1.239
710,[287216],,45,,Streptomyces exfoliatus,1.1.1.239
711,[286360],,25,assay at,Klebsiella aerogenes,1.1.1.24
712,[286358],,30,assay at,Vigna radiata var. radiata,1.1.1.24
713,[684153],,30,assay at,Corynebacterium glutamicum,1.1.1.24
714,[727115],,30,assay at,Corynebacterium glutamicum,1.1.1.24
715,[656560],,28,assay at,Rhodococcus erythropolis,1.1.1.243
716,[286368],,30,assay at,Mentha spicata,1.1.1.243
717,[286369],,50,,Rhodococcus erythropolis,1.1.1.243
718,[743225],,-999,thermodynamics for NAD-dependent methanol oxidation are unfavorable at low temperatures but become more favorable at higher temperatures,Geobacillus stearothermophilus,1.1.1.244
719,[742514],,30,assay at,Bacillus methanolicus,1.1.1.244
720,[741715],,30,forward reaction,Cupriavidus necator,1.1.1.244
721,[743225],,37,assay at,Geobacillus stearothermophilus,1.1.1.244
722,[743223],,37,assay at,Bacillus coagulans,1.1.1.244
723,[743223],,37,assay at,Desulfitobacterium hafniense,1.1.1.244
724,[743223],,37,assay at,Bacillus methanolicus,1.1.1.244
725,[743223],,37,assay at,Lysinibacillus sphaericus,1.1.1.244
726,[743223],,37,assay at,Lysinibacillus fusiformis,1.1.1.244
727,[743689],,37,assay at,Bacillus methanolicus,1.1.1.244
728,[743223],,37,assay at,Desulfofundulus kuznetsovii,1.1.1.244
729,[726329],,45,activity optimum at about 45&deg;C for all isozymes,Bacillus methanolicus,1.1.1.244
730,[286372],,50,,Bacillus methanolicus,1.1.1.244
731,[286373],,50,,Bacillus methanolicus,1.1.1.244
732,[286375],59,57,,Bacillus methanolicus,1.1.1.244
733,[9551],,40,reduction of codeinone,Papaver somniferum,1.1.1.247
734,[9551],,46,oxidation of codeine,Papaver somniferum,1.1.1.247
735,[9554],35,30,both directions,Papaver somniferum,1.1.1.248
736,[670562],35,30,"recombinant enzyme, reduction reaction",Papaver somniferum,1.1.1.248
737,[689571],,40,broad optimum,Papaver bracteatum,1.1.1.248
738,[739956],,20,assay at,Escherichia coli,1.1.1.25
739,[667700],,22,assay at,Arabidopsis thaliana,1.1.1.25
740,[286389],,22,assay at,Camellia sinensis,1.1.1.25
741,[694093],,22,assay at,Pseudomonas putida,1.1.1.25
742,[739956],,22,assay at room temperature,Populus trichocarpa,1.1.1.25
743,[740724],,22,assay at room temperature,Populus trichocarpa,1.1.1.25
744,[681134],,22,assay at room temperature,Nicotiana tabacum,1.1.1.25
745,[739956],,22,shikimate oxidation assay at room temperature,Arabidopsis thaliana,1.1.1.25
746,[704148],,24,assay at,Fragaria x ananassa,1.1.1.25
747,[739956],,25,assay at,Staphylococcus aureus,1.1.1.25
748,[704148],,25,assay at,Fragaria x ananassa,1.1.1.25
749,[286388],,25,assay at,Vigna mungo,1.1.1.25
750,[741411],,25,assay at,Escherichia coli,1.1.1.25
751,[740771],,25,assay at,Arabidopsis thaliana,1.1.1.25
752,[739956],,25,assay at,Aquifex aeolicus,1.1.1.25
753,[740771],,25,assay at,Pseudomonas putida,1.1.1.25
754,[739956],,25,assay at,Pseudomonas putida,1.1.1.25
755,[711616],,25,assay at,Mycobacterium tuberculosis,1.1.1.25
756,[739956],,25,assay at,Aspergillus nidulans,1.1.1.25
757,[739956],,25,assay at,Mycobacterium tuberculosis,1.1.1.25
758,[741401],,25,assay at,Mycobacterium tuberculosis,1.1.1.25
759,[739956],,25,assay at,Staphylococcus epidermidis,1.1.1.25
760,[739956],,25,assay at,Toxoplasma gondii,1.1.1.25
761,[670786],,25,assay at,Mycobacterium tuberculosis,1.1.1.25
762,[669328],,30,assay at,Haemophilus influenzae,1.1.1.25
763,[739956],,30,assay at,Corynebacterium glutamicum,1.1.1.25
764,[740821],,30,assay at,Vitis vinifera,1.1.1.25
765,[741411],,30,in vivo assay at,Escherichia coli,1.1.1.25
766,[681134],45,30,,Nicotiana tabacum,1.1.1.25
767,[5466],,35,assay at,Physcomitrium patens,1.1.1.25
768,[286397],,50,,Cucumis sativus,1.1.1.25
769,[286398],,50,,Capsicum annuum,1.1.1.25
770,[668576],,60,"oxidation reaction, recombinant His-tagged enzyme",Helicobacter pylori,1.1.1.25
771,[669163],,63,,Mycobacterium tuberculosis,1.1.1.25
772,[741030],,65,,Staphylococcus aureus,1.1.1.25
